Teams,Coordinates,Longitude,Latitude
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Bengals,"-117.431914, 34.019341",-117.431914, 34.019341
Patriots,"-117.431914, 34.019341",-117.431914, 34.019341
Jaguars,"-87.634643, 24.396308",-87.634643, 24.396308
Jaguars,"50.750076, 24.567387",50.750076, 24.567387
Giants,"-74.24953, 40.675204",-74.24953, 40.675204
49ers,"-74.896951, 39.959168",-74.896951, 39.959168
Vikings,"-73.808331, 40.931149",-73.808331, 40.931149
Vikings,"-73.808331, 40.931149",-73.808331, 40.931149
Vikings,"-73.808331, 40.931149",-73.808331, 40.931149
Vikings,"-73.808331, 40.931149",-73.808331, 40.931149
Vikings,"-73.808331, 40.931149",-73.808331, 40.931149
Vikings,"-73.808331, 40.931149",-73.808331, 40.931149
Vikings,"-73.808331, 40.931149",-73.808331, 40.931149
Vikings,"-73.808331, 40.931149",-73.808331, 40.931149
Vikings,"-73.808331, 40.931149",-73.808331, 40.931149
Bengals,"-84.554442, 38.964564",-84.554442, 38.964564
Browns,"-84.554442, 38.964564",-84.554442, 38.964564
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Dolphins,"-87.634643, 24.396308",-87.634643, 24.396308
Bears,"-84.419128, 33.971999",-84.419128, 33.971999
Ravens,"144.680455, -37.603654",144.680455, -37.603654
Texans,"-87.634643, 24.396308",-87.634643, 24.396308
Panthers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Saints,"-87.634643, 24.396308",-87.634643, 24.396308
Seahawks,"-87.634643, 24.396308",-87.634643, 24.396308
Cardinals,"-122.514926, 37.708075",-122.514926, 37.708075
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
49ers,"-87.634643, 24.396308",-87.634643, 24.396308
Ravens,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Ravens,"144.680455, -37.603654",144.680455, -37.603654
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Broncos,"-87.634643, 24.396308",-87.634643, 24.396308
Giants,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Rams,"-87.634643, 24.396308",-87.634643, 24.396308
Rams,"-87.634643, 24.396308",-87.634643, 24.396308
Ravens,"-76.535287, 39.335222",-76.535287, 39.335222
Ravens,"-87.634643, 24.396308",-87.634643, 24.396308
Saints,"-89.995787, 29.925458",-89.995787, 29.925458
Giants,"-105.573153, 23.478062",-105.573153, 23.478062
Eagles,"-105.573153, 23.478062",-105.573153, 23.478062
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Jaguars,"-87.634643, 24.396308",-87.634643, 24.396308
49ers,"-2.675408, 53.341661",-2.675408, 53.341661
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Dolphins,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Cowboys,"-106.645646, 25.837092",-106.645646, 25.837092
Packers,"-106.645646, 25.837092",-106.645646, 25.837092
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Packers,"-81.55612, 41.486912",-81.55612, 41.486912
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Falcons,"-84.400942, 33.755298",-84.400942, 33.755298
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Ravens,"-87.634643, 24.396308",-87.634643, 24.396308
Browns,"-78.952511, 33.714576",-78.952511, 33.714576
Packers,"-78.952511, 33.714576",-78.952511, 33.714576
Jets,"-78.952511, 33.714576",-78.952511, 33.714576
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Steelers,"-87.634643, 24.396308",-87.634643, 24.396308
Ravens,"-87.634643, 24.396308",-87.634643, 24.396308
Patriots,"-87.634643, 24.396308",-87.634643, 24.396308
Eagles,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Titans,"-87.634643, 24.396308",-87.634643, 24.396308
Cowboys,"-76.334287, 36.820791",-76.334287, 36.820791
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Patriots,"-71.488978, 42.340871",-71.488978, 42.340871
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Giants,"-87.634643, 24.396308",-87.634643, 24.396308
Giants,"-118.668404, 33.704538",-118.668404, 33.704538
Ravens,"-87.634643, 24.396308",-87.634643, 24.396308
49ers,"-122.190523, 37.362824",-122.190523, 37.362824
Patriots,"-71.379669, 42.027666",-71.379669, 42.027666
Chiefs,"-71.134552, 42.372753",-71.134552, 42.372753
Patriots,"-71.134552, 42.372753",-71.134552, 42.372753
Jaguars,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Vikings,"-93.399443, 44.78542",-93.399443, 44.78542
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Jaguars,"-87.634643, 24.396308",-87.634643, 24.396308
Browns,"-87.634643, 24.396308",-87.634643, 24.396308
Titans,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Browns,"-92.889433, 42.491921",-92.889433, 42.491921
Patriots,"-92.889433, 42.491921",-92.889433, 42.491921
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Ravens,"-87.634643, 24.396308",-87.634643, 24.396308
Patriots,"-71.379669, 42.027666",-71.379669, 42.027666
Bears,"-87.634643, 24.396308",-87.634643, 24.396308
Cowboys,"-97.178734, 32.981704",-97.178734, 32.981704
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Panthers,"-87.634643, 24.396308",-87.634643, 24.396308
Broncos,"-104.910562, 38.741142",-104.910562, 38.741142
Eagles,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
49ers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Browns,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Rams,"-118.287683, 34.014379",-118.287683, 34.014379
Seahawks,"-118.287683, 34.014379",-118.287683, 34.014379
Jets,"-84.576827, 33.647503",-84.576827, 33.647503
Eagles,"-84.576827, 33.647503",-84.576827, 33.647503
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Browns,"-84.64093, 39.162361",-84.64093, 39.162361
Patriots,"-84.64093, 39.162361",-84.64093, 39.162361
Rams,"-118.668404, 33.704538",-118.668404, 33.704538
Seahawks,"-118.668404, 33.704538",-118.668404, 33.704538
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Jets,"-84.576827, 33.647503",-84.576827, 33.647503
Eagles,"-84.576827, 33.647503",-84.576827, 33.647503
Jets,"-87.634643, 24.396308",-87.634643, 24.396308
Cowboys,"-74.005708, 40.390023",-74.005708, 40.390023
Vikings,"-74.005708, 40.390023",-74.005708, 40.390023
Eagles,"-74.005708, 40.390023",-74.005708, 40.390023
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Eagles,"-75.167513, 39.900996",-75.167513, 39.900996
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Jaguars,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Falcons,"-87.634643, 24.396308",-87.634643, 24.396308
Bengals,"-73.727776, 40.950918",-73.727776, 40.950918
Browns,"-73.727776, 40.950918",-73.727776, 40.950918
Patriots,"-73.727776, 40.950918",-73.727776, 40.950918
Jets,"-84.576827, 33.647503",-84.576827, 33.647503
Eagles,"-84.576827, 33.647503",-84.576827, 33.647503
Bears,"-84.419128, 33.971999",-84.419128, 33.971999
Falcons,"-87.634643, 24.396308",-87.634643, 24.396308
Bills,"-87.634643, 24.396308",-87.634643, 24.396308
Bengals,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Panthers,"-87.634643, 24.396308",-87.634643, 24.396308
Eagles,"-75.167513, 39.900996",-75.167513, 39.900996
Panthers,"-87.634643, 24.396308",-87.634643, 24.396308
Panthers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Bengals,"-112.038311, 40.699895",-112.038311, 40.699895
Browns,"-112.038311, 40.699895",-112.038311, 40.699895
Patriots,"-112.038311, 40.699895",-112.038311, 40.699895
Browns,"-87.634643, 24.396308",-87.634643, 24.396308
Eagles,"-87.634643, 24.396308",-87.634643, 24.396308
Falcons,"-84.576827, 33.647503",-84.576827, 33.647503
Jets,"-84.576827, 33.647503",-84.576827, 33.647503
Eagles,"-84.576827, 33.647503",-84.576827, 33.647503
Eagles,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Patriots,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Cardinals,"-94.901766, 38.825503",-94.901766, 38.825503
Chiefs,"-94.901766, 38.825503",-94.901766, 38.825503
Giants,"-1.693792, 54.960055",-1.693792, 54.960055
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chiefs,"-87.634643, 24.396308",-87.634643, 24.396308
Vikings,"-97.239256, 43.499362",-97.239256, 43.499362
Patriots,"-84.596805, 33.895088",-84.596805, 33.895088
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Cowboys,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Ravens,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Jets,"-84.576827, 33.647503",-84.576827, 33.647503
Eagles,"-84.576827, 33.647503",-84.576827, 33.647503
Eagles,"-83.67529, 36.540739",-83.67529, 36.540739
Vikings,"-90.377357, 38.562368",-90.377357, 38.562368
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Bengals,"-87.634643, 24.396308",-87.634643, 24.396308
Colts,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Patriots,"-87.634643, 24.396308",-87.634643, 24.396308
Steelers,"-87.634643, 24.396308",-87.634643, 24.396308
Patriots,"-84.596805, 33.895088",-84.596805, 33.895088
Patriots,"-84.596805, 33.895088",-84.596805, 33.895088
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Falcons,"-84.576827, 33.647503",-84.576827, 33.647503
Jets,"-84.576827, 33.647503",-84.576827, 33.647503
Eagles,"-84.576827, 33.647503",-84.576827, 33.647503
Jets,"-84.576827, 33.647503",-84.576827, 33.647503
Eagles,"-84.576827, 33.647503",-84.576827, 33.647503
Patriots,"-85.605166, 30.355644",-85.605166, 30.355644
Colts,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Eagles,"-87.634643, 24.396308",-87.634643, 24.396308
Bengals,"-88.301598, 30.523874",-88.301598, 30.523874
Patriots,"-88.301598, 30.523874",-88.301598, 30.523874
Bears,"-84.419128, 33.971999",-84.419128, 33.971999
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Bengals,"-93.556704, 44.978417",-93.556704, 44.978417
Patriots,"-93.556704, 44.978417",-93.556704, 44.978417
Giants,"-75.54724, 40.116932",-75.54724, 40.116932
Jets,"-84.576827, 33.647503",-84.576827, 33.647503
Eagles,"-84.576827, 33.647503",-84.576827, 33.647503
Ravens,"-87.634643, 24.396308",-87.634643, 24.396308
Steelers,"-118.401931, 33.814689",-118.401931, 33.814689
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Browns,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Jets,"-84.576827, 33.647503",-84.576827, 33.647503
Eagles,"-84.576827, 33.647503",-84.576827, 33.647503
Patriots,"-84.576827, 33.647503",-84.576827, 33.647503
Giants,"-87.634643, 24.396308",-87.634643, 24.396308
Giants,"-87.634643, 24.396308",-87.634643, 24.396308
Browns,"-81.55612, 41.486912",-81.55612, 41.486912
Patriots,"-84.576827, 33.647503",-84.576827, 33.647503
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Patriots,"-84.576827, 33.647503",-84.576827, 33.647503
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Patriots,"-84.576827, 33.647503",-84.576827, 33.647503
Patriots,"-84.576827, 33.647503",-84.576827, 33.647503
Patriots,"-84.576827, 33.647503",-84.576827, 33.647503
Patriots,"-84.576827, 33.647503",-84.576827, 33.647503
Bills,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Giants,"-87.634643, 24.396308",-87.634643, 24.396308
Steelers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Patriots,"-84.576827, 33.647503",-84.576827, 33.647503
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Ravens,"-87.634643, 24.396308",-87.634643, 24.396308
Bears,"-84.419128, 33.971999",-84.419128, 33.971999
Packers,"-87.634643, 24.396308",-87.634643, 24.396308
Patriots,"-84.576827, 33.647503",-84.576827, 33.647503
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Jets,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Eagles,"-87.634643, 24.396308",-87.634643, 24.396308
Packers,"-87.634643, 24.396308",-87.634643, 24.396308
Eagles,"-85.605166, 30.355644",-85.605166, 30.355644
Chiefs,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Dolphins,"-87.634643, 24.396308",-87.634643, 24.396308
Falcons,"-84.576827, 33.647503",-84.576827, 33.647503
Jets,"-84.576827, 33.647503",-84.576827, 33.647503
Eagles,"-84.576827, 33.647503",-84.576827, 33.647503
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Bengals,"-84.489618, 39.242007",-84.489618, 39.242007
Lions,"-87.634643, 24.396308",-87.634643, 24.396308
Bears,"-99.324375, 19.232228",-99.324375, 19.232228
Ravens,"-87.634643, 24.396308",-87.634643, 24.396308
Bengals,"-93.556704, 44.978417",-93.556704, 44.978417
Patriots,"-93.556704, 44.978417",-93.556704, 44.978417
Chiefs,"-87.634643, 24.396308",-87.634643, 24.396308
Browns,"-81.877771, 41.392684",-81.877771, 41.392684
Patriots,"-87.634643, 24.396308",-87.634643, 24.396308
Bears,"-84.419128, 33.971999",-84.419128, 33.971999
Ravens,"-87.634643, 24.396308",-87.634643, 24.396308
Patriots,"-71.084335, 42.917127",-71.084335, 42.917127
Falcons,"-84.286258, 33.985534",-84.286258, 33.985534
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Eagles,"-75.167513, 39.900996",-75.167513, 39.900996
Eagles,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Patriots,"-84.64093, 39.162361",-84.64093, 39.162361
Browns,"-81.8375, 41.463245",-81.8375, 41.463245
Giants,"-87.634643, 24.396308",-87.634643, 24.396308
Browns,"-70.933843, 42.460588",-70.933843, 42.460588
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Steelers,"-87.634643, 24.396308",-87.634643, 24.396308
Ravens,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Eagles,"-87.634643, 24.396308",-87.634643, 24.396308
Bengals,"-93.556704, 44.978417",-93.556704, 44.978417
Patriots,"-93.556704, 44.978417",-93.556704, 44.978417
Browns,"-84.576827, 33.647503",-84.576827, 33.647503
Jets,"-84.576827, 33.647503",-84.576827, 33.647503
Eagles,"-84.576827, 33.647503",-84.576827, 33.647503
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Eagles,"-81.046876, 35.001706",-81.046876, 35.001706
Cowboys,"-96.683671, 32.700664",-96.683671, 32.700664
Cowboys,"-80.299923, 26.567057",-80.299923, 26.567057
Cowboys,"-80.299923, 26.567057",-80.299923, 26.567057
Jets,"-84.576827, 33.647503",-84.576827, 33.647503
Eagles,"-84.576827, 33.647503",-84.576827, 33.647503
Titans,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Falcons,"-84.576827, 33.647503",-84.576827, 33.647503
Jets,"-84.576827, 33.647503",-84.576827, 33.647503
Eagles,"-84.576827, 33.647503",-84.576827, 33.647503
Lions,"-85.847503, 38.108678",-85.847503, 38.108678
Patriots,"-85.847503, 38.108678",-85.847503, 38.108678
Steelers,"-85.847503, 38.108678",-85.847503, 38.108678
Packers,"-87.634643, 24.396308",-87.634643, 24.396308
Ravens,"-76.434737, 39.515467",-76.434737, 39.515467
Steelers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chiefs,"-87.634643, 24.396308",-87.634643, 24.396308
Lions,"-87.634643, 24.396308",-87.634643, 24.396308
49ers,"-87.634643, 24.396308",-87.634643, 24.396308
Bengals,"-94.579066, 37.019415",-94.579066, 37.019415
Patriots,"-94.579066, 37.019415",-94.579066, 37.019415
Cardinals,"-87.634643, 24.396308",-87.634643, 24.396308
Dolphins,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Cowboys,"-87.634643, 24.396308",-87.634643, 24.396308
Colts,"-85.884579, 38.25708",-85.884579, 38.25708
Bills,"-87.634643, 24.396308",-87.634643, 24.396308
Steelers,"-80.082398, 40.350594",-80.082398, 40.350594
Patriots,"-0.142058, 51.518552",-0.142058, 51.518552
Colts,"-85.884579, 38.25708",-85.884579, 38.25708
Falcons,"-87.634643, 24.396308",-87.634643, 24.396308
Panthers,"-87.634643, 24.396308",-87.634643, 24.396308
Cowboys,"-87.634643, 24.396308",-87.634643, 24.396308
Patriots,"-71.5749, 42.700087",-71.5749, 42.700087
Giants,"-87.634643, 24.396308",-87.634643, 24.396308
Saints,"-87.634643, 24.396308",-87.634643, 24.396308
Packers,"-87.634643, 24.396308",-87.634643, 24.396308
Saints,"-90.237612, 29.968359",-90.237612, 29.968359
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Panthers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Colts,"-86.348441, 39.631677",-86.348441, 39.631677
Patriots,"-86.348441, 39.631677",-86.348441, 39.631677
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Steelers,"-80.61977, 35.591709",-80.61977, 35.591709
Bills,"-87.634643, 24.396308",-87.634643, 24.396308
Bengals,"-93.556704, 44.978417",-93.556704, 44.978417
Patriots,"-93.556704, 44.978417",-93.556704, 44.978417
Jaguars,"-87.634643, 24.396308",-87.634643, 24.396308
Jets,"-84.576827, 33.647503",-84.576827, 33.647503
Eagles,"-84.576827, 33.647503",-84.576827, 33.647503
Panthers,"-87.634643, 24.396308",-87.634643, 24.396308
Dolphins,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
